job_title;company_name;location;country;job_type;experience;education;salary_min;salary_max;salary_raw;skills;keyword;post_date;job_url;platform;remote_flag
Pricing Analyst - Zurich Asuransi Indonesia;Zurich Insurance;Jakarta;Indonesia;Full-time;;;;;;;Quantitative Analyst;;https://id.indeed.com/rc/clk?jk=7bc2336f1a43dc2b&bb=xOmbCphr0tgwOoZ9QlkByiKKXjoaLpx-KzqeV8aj5SX3i7PvsCI8IuOebkg8Dxk3ZZXmWrBCjdWSg47FSzgF0wID_1Nqvk1ryJc3FcYquLofPsEAE-2-6Ln3pnV28Uhd&xkcb=SoBV67M3iOT5_PS5Qx0IbzkdCdPP&fccid=40f6e1ba1aac8472&vjs=3;Indeed;
Product Analyst;Tripledot Studios;Jakarta;Indonesia;Full-time;;;;;;;Quantitative Analyst;;https://id.indeed.com/rc/clk?jk=abd57eb099fbc19e&bb=xOmbCphr0tgwOoZ9QlkBytkzxbagMdyYLazjyWsSC0wEnM8q7aYo4LA03_kHEdWd2iJZXcHv3XEiiLsF0bapxnIvntjg61Y9YQSXwTv-3hSIwwdQNLqdL4YtWK5wfUm1&xkcb=SoDb67M3iOT5_PS5Qx0PbzkdCdPP&fccid=5e23546e85513f5f&vjs=3;Indeed;
Consulting Analyst;McKinsey & Company;Bangkok;Indonesia;Full-time;;;;;;;Quantitative Analyst;;https://id.indeed.com/rc/clk?jk=ee1bf56bd214a6c0&bb=xOmbCphr0tgwOoZ9QlkByvHaX1V_JuTSDh8oql7E0uVMBxb6Z3zU8qqNoOHKUs_vvwVbQiJzaE3_zXxUa7mI8pnTdw8HpG-2TtQTULSeCJbL19PwcMgQexkYdrMj0COj&xkcb=SoBv67M3iOT5_PS5Qx0ObzkdCdPP&fccid=6576e7250aa78c3c&vjs=3;Indeed;
Business Analyst;Arthur D. Little Austria;Jakarta;Indonesia;Full-time;;;;;;;Quantitative Analyst;;https://id.indeed.com/rc/clk?jk=d4c16cb03be8b145&bb=xOmbCphr0tgwOoZ9QlkBymuYIfL1XhhDRDUu0vZ1Eg0HGRFZXisNSLGT_OpOV7mH5MauUthkFHiR28Qmc3bMw5ZxJEQyrbHSrSu5M9RmWULQtptWHTKy10NJNYECcKYC&xkcb=SoDy67M3iOT5_PS5Qx0NbzkdCdPP&fccid=0ed0c7c7aa11caa1&vjs=3;Indeed;
Data Analyst;PT. Indocyber Global Teknologi;Jakarta;Indonesia;Full-time;;;;;;;Quantitative Analyst;;https://id.indeed.com/rc/clk?jk=64a8d8984af604c8&bb=xOmbCphr0tgwOoZ9QlkByvkkKnhH4hhN7hAX2tskZjbxAoMZiueofumIjVJ235RZRNzpVWBNlcvCSGgj8IPDq1uRBjd1w36umBUh7F_r1YUr3zkexPWPuqeO0js7P_Ld&xkcb=SoBG67M3iOT5_PS5Qx0MbzkdCdPP&fccid=d445722cf06cb79a&vjs=3;Indeed;
Research Analyst (RA);Fortia Strategic Partner;Indonesia;Indonesia;Full-time;;;;;;;Quantitative Analyst;;https://id.indeed.com/rc/clk?jk=be8fadc38334344a&bb=xOmbCphr0tgwOoZ9QlkByue94HF6fv5iDoOXHR6x-IOQ4_K2T1RCUpXqNDtZH1Q8zqwxh-JFHHgCrcnz1MAwGjasIdzcDbiP8RQF0zani79UrSzKBffR-tSqlEOIEYNC&xkcb=SoCv67M3iOT5_PS5Qx0DbzkdCdPP&fccid=7a41a824a7f71c34&vjs=3;Indeed;
Group Strategy Analyst;Amartha;Jakarta;Indonesia;Full-time;;;;;;;Quantitative Analyst;;https://id.indeed.com/rc/clk?jk=96205fef70e90dd8&bb=xOmbCphr0tgwOoZ9QlkByls1q_8MazU-PFrWt9VQpDL_JXlHcN6mJQTTaQuzCGt_UYOd9ny_3g90z5vQFfSki_Q6ap2xYs6n9zFV7QASkFOUG2PBROKEhmkEtWpV7PQP&xkcb=SoAb67M3iOT5_PS5Qx0CbzkdCdPP&fccid=e8289121abe0af31&vjs=3;Indeed;
Data Scientist Analyst;Thakral One;Indonesia;Indonesia;Full-time;;;;;;;Quantitative Analyst;;https://id.indeed.com/rc/clk?jk=491ec29f00646de6&bb=xOmbCphr0tgwOoZ9QlkByhbTrFJiiVCsgWd98HW0Ia-QuajVAyHa4r1NZ4b7h4FwPy6z1JZjXcUNe-m4asXMfkvBBnnslvvUzrMTzM_jg89HKKO8piyIxYLrn-2ds5Rn&xkcb=SoCG67M3iOT5_PS5Qx0BbzkdCdPP&fccid=4e85708068ce4508&vjs=3;Indeed;
Risk Analyst;FAZZ;Indonesia;Indonesia;Full-time;;;;;Full-time;;Quantitative Analyst;;https://id.indeed.com/rc/clk?jk=b298a6625a8ee955&bb=xOmbCphr0tgwOoZ9QlkByrwE4DpFH2aNLnoX0R2rWKtRAl7JOXd9wRoKGgGzWUX7kZlEI55yTn1zQL4F0xbndMGzyOebI8gCMZVeIu_uEAaiTOecwaWiiZCKzHeuNTE5&xkcb=SoAy67M3iOT5_PS5Qx0AbzkdCdPP&fccid=c97356644adebf74&vjs=3;Indeed;
Risk Analyst;FAZZ;Indonesia;Indonesia;Full-time;;;;;Full-time;;Quantitative Analyst;;https://id.indeed.com/viewjob?jk=fedcba9876543210;Indeed;
Business Data Analyst Intern;PT Karunia Internasional Citra Kencana (Kick...;Jakarta;Indonesia;Full-time;;;;;;;Quantitative Analyst;;https://id.indeed.com/rc/clk?jk=e3534ab78514a4b1&bb=xOmbCphr0tgwOoZ9QlkByiOH_8Hp4ZCGLAMOFY1-OdgkWaDGVGbGEV7wNXcGm-6tWlZTpDMOip6gAANc0ib-rXPm3AZGqU83fo8asDgyYS6p0lPZshqmpyPItUwiMf49&xkcb=SoC867M3iOT5_PS5Qx0HbzkdCdPP&fccid=5c489084b9013ffb&cmp=Kick-Avenue&ti=Business+Intern&vjs=3;Indeed;
Data Analyst (Regional BD) - Business Intelligence;Shopee;Jakarta;Indonesia;Full-time;;;;;;;Quantitative Analyst;;https://id.indeed.com/rc/clk?jk=1044d9a0f6472f7b&bb=xOmbCphr0tgwOoZ9QlkBylRcwITFaz0HEqRa9vTbCWWGT2qqSZPuT2iYR9qyp1LoyqsDSFh7Fiwg9GZdSAgGXJ9jn4piLh_UkpIsSivEdJ7IXpDo1SZcVa4Ib2XdYb1R&xkcb=SoAI67M3iOT5_PS5Qx0GbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3;Indeed;
Data Analyst (Full Time);Lumina;Tangerang;Indonesia;Full-time;;;;;;;Quantitative Analyst;;https://id.indeed.com/rc/clk?jk=f100c00500a22201&bb=xOmbCphr0tgwOoZ9QlkBykSMLxfZxzf6IXLXf63zCeaEwDNOEdnWZzWfdJe9zGi8UfD6X2Iov5cHw-gAj-CEqw2BaP2V1Jeq8lEiAh6YnmolNa_ikqiVW7tzhTfB1nZP&xkcb=SoCV67M3iOT5_PS5Qx0FbzkdCdPP&fccid=5ae0a3b8b1a73194&vjs=3;Indeed;
Fraud Risk Analyst;Amartha;Jakarta;Indonesia;Full-time;;;;;;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=b80b969e6cf1a855&bb=GeZ4RZjB5vi6dARLEJgBuFmqmekgW38pQso0-_bBc7rp2h35oIAacUcJ8Oavw7HmpvSLfUwgEZsTq6Ca_zzoLQn7nNFXAkvuu-p8IBT5f3Yxd8w2UGo3KyZrT3J5idHb&xkcb=SoDx67M3iOT3AMS5Qx0LbzkdCdPP&fccid=e8289121abe0af31&vjs=3;Indeed;
Risk Analyst Intern;BukuWarung;Jakarta;Indonesia;Full-time;;;;;;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=69a838d3b43b7b58&bb=GeZ4RZjB5vi6dARLEJgBuHPkcDeCUs8brwlvOOrKuCAA2ih6SD2QNUVKLP8VkAcHPI3rh2NuYZHs2qquwO1KSurlpDBjMACXnNzCksGwKFFMP0FsgRONOX6ncVcNvY9o&xkcb=SoBF67M3iOT3AMS5Qx0KbzkdCdPP&fccid=3f5bb29ebd087b07&vjs=3;Indeed;
Financial Analyst;Philip Morris International;Karawang;Indonesia;Full-time;;;;;;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=830a32259eb080f3&bb=GeZ4RZjB5vi6dARLEJgBuJFf7ZDCIE7kO516CKFFGKzETKjOUGnWDfDt2O3brmGL7XRz6GO1ESyLUARFKi9U8C1yM3ZfvvUZVWonm09nd1GrGZb9XvdvTJC6U0Sq0UMe&xkcb=SoDY67M3iOT3AMS5Qx0JbzkdCdPP&fccid=4141256365dbb7d7&vjs=3;Indeed;
Credit Risk Analyst;Amartha;Jakarta;Indonesia;Full-time;;;;;;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=fb93199950889257&bb=GeZ4RZjB5vi6dARLEJgBuB2rOt7qbdsiSn2sRcDlJA-6bFBYq_SUv5Be4rwQnm2g7KwEJj-nVFN7OFLUtlNBlQrGeZlTRMoCX0za18A2ocadxa8BCwu9dzbeifdZiyLC&xkcb=SoBs67M3iOT3AMS5Qx0IbzkdCdPP&fccid=e8289121abe0af31&vjs=3;Indeed;
Risk Analyst;FAZZ;Indonesia;Indonesia;Full-time;;;;;Full-time;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=b298a6625a8ee955&bb=GeZ4RZjB5vi6dARLEJgBuGZZOLIC6diYUkhNUSchp4z-Ke-ME-oDWxUyuWaMguGlD97xzpD-PrGNKan7OLkjPaMA97429WIAZy9tvSNabz18mPrAVLeG4P_2YU5LKN0o&xkcb=SoDi67M3iOT3AMS5Qx0PbzkdCdPP&fccid=c97356644adebf74&vjs=3;Indeed;
Investment Analyst;Bibit.id;Jakarta;Indonesia;Full-time;;;;;;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=cde3838802a4a094&bb=GeZ4RZjB5vi6dARLEJgBuGeFc6Sl2OAIYCBu5uz_N6tlhMna8Poo6avIDf6ZUEXImrHmr0mqhFy8u4dq6Jsa7qMBc2_Uamw8uBAGuoDe5mTX2OWYVArqBay9S7LhNTij&xkcb=SoBW67M3iOT3AMS5Qx0ObzkdCdPP&fccid=6c6871a58ae0199c&vjs=3;Indeed;
Capabilities & Insights Analyst - Panorama Financial Institutions Center;McKinsey & Company;Jakarta;Indonesia;Full-time;;;;;;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=0399afaf2e6b7d28&bb=GeZ4RZjB5vi6dARLEJgBuJ6841o25aBmEk2e1C0iMj3DLQexiIsrdQaAtbMA80KxBImtALg9sqRukvlbAC2_dL9yjqPIDp_xodtoX7BSMEX2MdnaJ3F5toAiFN6TCJbr&xkcb=SoDL67M3iOT3AMS5Qx0NbzkdCdPP&fccid=6576e7250aa78c3c&vjs=3;Indeed;
Senior Analyst- Financial Planning & Analysis;ZALORA SOUTH EAST ASIA PTE LTD;Jakarta;Indonesia;Full-time;;;;;Full-time;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=2b41fe2ad2050213&bb=GeZ4RZjB5vi6dARLEJgBuIAkq1xx0PuB_wcnay-XI8iXAlU-PsgeDtOsQ6YlIiEtXMNyXGzfPfDo1D70vktTpwulQxCFDxuUwao4Zx_-8pPr3Hha-JBWEyo9RPzOtO92&xkcb=SoB_67M3iOT3AMS5Qx0MbzkdCdPP&fccid=4ca6312e98b3f4b8&vjs=3;Indeed;
Internal Audit Analyst;Surya Artha Nusantara Finance;Jakarta;Indonesia;Full-time;;;;;Full-time;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=85a8dfbffd6b47de&bb=GeZ4RZjB5vi6dARLEJgBuBYEjAWmwYdcIvwBiem1I0scbDQFSlU0P8yVn360iTk65vLPM05gyczzbwVccFtk6X2Zn-kERRRVFrRYfVnP31u1CyF7R-LMbDQb3A0-RUQv&xkcb=SoCW67M3iOT3AMS5Qx0DbzkdCdPP&fccid=df113ce65e9b2c30&vjs=3;Indeed;
Credit Analyst;Surya Artha Nusantara Finance;Jakarta;Indonesia;Full-time;;;;;Full-time;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=98fcde44a3e2ceda&bb=GeZ4RZjB5vi6dARLEJgBuChxKsIfQYQ-cdRzfmMD4ezPB_vZj5ixA4kjjz3QKKyOLqK0-Rs88L5jQtB4xkD0TcIO68boZWyEBOwoKS3ywfhlWDp-Eu-bp6YgLg3IPjs6&xkcb=SoAi67M3iOT3AMS5Qx0CbzkdCdPP&fccid=df113ce65e9b2c30&vjs=3;Indeed;
Risk Control Strategy Analyst;PT UANGME FINTEK INDONESIA;Jakarta;Indonesia;Full-time;;;;;;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=6aadc3248303d778&bb=GeZ4RZjB5vi6dARLEJgBuGIwnWVT0l1y_GiKeVJoqxCmY3OQZdSFXm32WKmguA7cKWzOh9u_osMveS1C1DsJRt-wZWfrxmDMF0mIv2fYNkvEsUKAWsL7NP4t3xHYGmI3&xkcb=SoC_67M3iOT3AMS5Qx0BbzkdCdPP&fccid=b439cbaccd8d5ddf&cmp=Pt-Uangme-Fintek-Indonesia&ti=Risk+Analyst&vjs=3;Indeed;
Corporate Credit Risk Analyst – Productive and Employee Loan;Indodana;Jakarta;Indonesia;Full-time;;;;;Full-time;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=183ecc88a0e1225b&bb=GeZ4RZjB5vi6dARLEJgBuMuD3XSN6WGXssvG3jUaQHUICydJCKv4CfwOX4onrgHjNyNcTikxANIVFwfi9iTxlaPjj5FVucPIRcmKrtYf6JfcpDX4ksruU4tT7JRsz6YQ&xkcb=SoAL67M3iOT3AMS5Qx0AbzkdCdPP&fccid=3b9f97716218c1d1&vjs=3;Indeed;
Corporate Credit Risk Analyst – Productive and Employee Loan;Indodana;Jakarta;Indonesia;Full-time;;;;;Full-time;;Financial Risk Analyst;;https://id.indeed.com/viewjob?jk=fedcba9876543210;Indeed;
Treasury Analyst;Amartha;Jakarta;Indonesia;Full-time;;;;;;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=d64bad22edb3a24c&bb=GeZ4RZjB5vi6dARLEJgBuLbTXu-WovwspPfFp5wHc-_BsWsVxww6Q6EWcHaHDE4xXHTdv99nukqvkdR2RuOjzx9fIfwrMe3znIGqXaF-LjhNi8_B2-F4H2dG27NJr-m5&xkcb=SoCF67M3iOT3AMS5Qx0HbzkdCdPP&fccid=e8289121abe0af31&vjs=3;Indeed;
SR&T Analyst - Forensic & Financial Crime - ID;Deloitte;Jakarta;Indonesia;Full-time;;;;;;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=895d1c2632a15e84&bb=GeZ4RZjB5vi6dARLEJgBuHO5HQ-qk38se1RZ-oODJj_KKf0293bIzFS7EUQ3cMu3TgzhJvDIkIX3whMnPk7mq_fYjw6cXGPXhGwZhmb378vcZBOssXOCa3HYKGaLBGXy&xkcb=SoAx67M3iOT3AMS5Qx0GbzkdCdPP&fccid=9e215d88a6b33622&vjs=3;Indeed;
Policy & Procedure (Analyst / Specialist Level);Cermati.com;Jakarta;Indonesia;Full-time;;;;;;;Financial Risk Analyst;;https://id.indeed.com/rc/clk?jk=a355307f1df9df6c&bb=GeZ4RZjB5vi6dARLEJgBuGg5ye2bNbXLiTXz8xvW1XpPo8d62ZuKOan5Aps8ikL6DIkVtSnws0o_us-xPioeGyvUTnrnG7Yg5UjscNgpv-2lrZwi5Qw-gdsZv1iT1mlI&xkcb=SoCs67M3iOT3AMS5Qx0FbzkdCdPP&fccid=72115f61555c057a&vjs=3;Indeed;
Supply Chain Analyst;Lesaffre;Malang;Indonesia;Full-time;;;;;;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=d50e4b72b33f6bc8&bb=Y_d8HeGzxAzM76AUBBFHWwCp0n4EscyNViXAoWwsSfcuM931OBe7NfvPm2WkspP09S2pVZ-cuvHG2O5sr_7mI0zegT5Z98Q_AKCLVYLo7EnmqEd5IK1k979nmMOx4srl&xkcb=SoD167M3iOT0TyTwCp0LbzkdCdPP&fccid=ec552f10a5061693&vjs=3;Indeed;
Supply Chain Analyst;Tenaris;Serang;Indonesia;Full-time;;;;;;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=478a611bf92fb56d&bb=Y_d8HeGzxAzM76AUBBFHW9qzvJGrpsAJTChz-Cy4koUKC1Iy-9avr-NQMpRwGo5z-4XqSWvOxBdpjjccStJdpsaYS-eTOxu3dDqCFE484jYJ2L4to6uyDlCGdMvUYmJH&xkcb=SoBB67M3iOT0TyTwCp0KbzkdCdPP&fccid=6134e8355bb3ee5c&vjs=3;Indeed;
Specialist, Data Analyst - Supply Chain;Pandora Jewelry;Bangkok;Indonesia;Full-time;;;;;Full-time;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=d8d18217cfbdbfe6&bb=Y_d8HeGzxAzM76AUBBFHW8n8uy3kLhyFxhUIGoa6oPALlckuZJ78Ychvm5wOPQPFIMkxJu6vlHDhxfrIlca-gRNFvJsvOL4JtLpu0bsH-9aBgOxjXLsTd_BDItOaGc-C&xkcb=SoDc67M3iOT0TyTwCp0JbzkdCdPP&fccid=d52b9b25e32242d5&vjs=3;Indeed;
Business Process Analyst;Josephine Anni;Jakarta;Indonesia;Full-time;;;;;;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=b9a6e1ddbf705e5d&bb=Y_d8HeGzxAzM76AUBBFHW7SCTkbWzSHln3fDGTzEfz-qTSvYuEYxnzkxsr-1RI7lFCM3ObDcF71GUO8B-Y-0kUUEnQoMBFIIXikUsvTjE9btveHAoLK6macqFmP6dbUu&xkcb=SoBo67M3iOT0TyTwCp0IbzkdCdPP&fccid=590e6edd1193aa01&cmp=josephine-anni&ti=Business+Process+Analyst&vjs=3;Indeed;
Software Quality Assurance Supply Chain Management;Pro Sigmaka;Jakarta;Indonesia;Full-time;;;;;;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=ef2a7178b674c979&bb=Y_d8HeGzxAzM76AUBBFHW4sUFDHClpAxauVbvJ0N62Lt5BpATz7Z0Q0aKC4Vg53bjvg_5f5PxFGcUnSmSshCIL7hUpGjiZXr-cZihCyUgYBBThE6vwSbpxbGB8owloyR&xkcb=SoDm67M3iOT0TyTwCp0PbzkdCdPP&fccid=bb6f4f53c7540f5c&vjs=3;Indeed;
Supply Chain Scheduler;Valeo;Bekasi;Indonesia;Full-time;;;;;Full-time+1;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=c261efe79a16e349&bb=Y_d8HeGzxAzM76AUBBFHW1_aHfgZucsuQqtEvklS3mzaNDxjPvpt-2DnF3BzQbOrQIVu4zrKUesTnw1ZZzfidubnSNRuGvgr0CNG9l6b8FqcjYkhuS5-TqG1A-3TF8be&xkcb=SoBS67M3iOT0TyTwCp0ObzkdCdPP&fccid=b1bd1f13c965bbf7&vjs=3;Indeed;
Business Analyst (Supply Chain) (Shopee);Shopee;Bangkok;Indonesia;Full-time;;;;;;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=3b2d04dc8298c27e&bb=Y_d8HeGzxAzM76AUBBFHW3Jo-JJ8XZY0oXaqf44NFlrfeRdZM9Tnp34ZaPyy2DISbDD3Lxq2SoqXNW62C95yQsbiafN9WmOas3l0G_HHaNYThjVba-peI5uxwASv9lST&xkcb=SoDP67M3iOT0TyTwCp0NbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3;Indeed;
IT - Solution Analyst;ASSA Rent;Jakarta;Indonesia;Full-time;;;;;;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=bcbeea7e2bf34080&bb=Y_d8HeGzxAzM76AUBBFHW1jNeiRF06zOAJaHDaJ0KY5Mcl3rhpQKS5pLJnEFZYAdJz4pXZf9fs01rQNL7Dq3eM5JHbL0zkq7ifIpio937LGvJsJlYAffrk7Brc4MO_tC&xkcb=SoB767M3iOT0TyTwCp0MbzkdCdPP&fccid=4e6543aa09ae2f60&vjs=3;Indeed;
Demand Planning Analyst;Boston Scientific;Jakarta;Indonesia;Full-time;;;;;;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=801d68f27565bebe&bb=Y_d8HeGzxAzM76AUBBFHW8NKy5K4wLZYE10Oa3skCVRyPd4VUbjgMI5EOop16l_2yky7vGz2c9WWfAM0_Y7ncg2T4EASirs0H_7Vsht2iamz2JZqiDtSJrgb5A2uDIge&xkcb=SoCS67M3iOT0TyTwCp0DbzkdCdPP&fccid=d13187a50c252e33&vjs=3;Indeed;
Demand Planning Analyst;Boston Scientific;Jakarta;Indonesia;Full-time;;;;;;;Supply Chain Analyst;;https://id.indeed.com/viewjob?jk=123456789abcdef0;Indeed;
Inventory Analyst;AnyMind Group;Jakarta;Indonesia;Full-time;;;;;;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=a1d0abc5c1c6a0a6&bb=Y_d8HeGzxAzM76AUBBFHW3Jo-JJ8XZY0fL16Xjj__wqKed1T0WuO_X00WZ1zV1jE4cRixuSpLItBwWmETAPTYrjEHfT_nUU-MeAOGR__vTpROYC3m3PoXnhjSPPRQOHR&xkcb=SoAm67M3iOT0TyTwCp0CbzkdCdPP&fccid=9b0044c52798acc9&vjs=3;Indeed;
Inventory Analyst;Jabil Circuit;Bandung;Indonesia;Full-time;;;;;;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=2dd6517798d16a46&bb=Y_d8HeGzxAzM76AUBBFHW2kaWroD0L3d5zADtI3YMGKqME-T7vKsFhs4LgaFLJ5h94BNeT-sf4Ylx4SH7zYMBp9EYBlMt7Kc-BEmjIiOb8PLGV-AU2Vgid1iSuEg4gg4&xkcb=SoC767M3iOT0TyTwCp0BbzkdCdPP&fccid=0b46d1863c3b0bf5&vjs=3;Indeed;
Business Analyst;HashMicro Pte Ltd;Jakarta;Indonesia;Full-time;;;;;;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=3768df5fb35de247&bb=Y_d8HeGzxAzM76AUBBFHW1IfPl8mOlnxR1qqbzaiZSM4YB7NNMBaDNn8jqwGYNavIj5tmszXTAQHBtofPGA2jtTAV1wMD9wXv0OTANmVufk_OW3YyWt6wfgcY3uxyt0I&xkcb=SoAP67M3iOT0TyTwCp0AbzkdCdPP&fccid=737ce30cbc9f2eb6&vjs=3;Indeed;
Financial Analyst;Philip Morris International;Karawang;Indonesia;Full-time;;;;;;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=830a32259eb080f3&bb=Y_d8HeGzxAzM76AUBBFHW4RPD4yDr0ou4QbLzSHx24gvyKIyoOPHyFOCKsSF7PBDrB3doCR5U1Sw4WKXh9RJquj2Dppsx-UG1wdKI9kWdlExjsyIenpHIiXVTW3RX1iM&xkcb=SoCB67M3iOT0TyTwCp0HbzkdCdPP&fccid=4141256365dbb7d7&vjs=3;Indeed;
Cyber Security Operation Analyst;GTech Group;Tangerang;Indonesia;Full-time;;;;;Full-time;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=89bada32dcd6977f&bb=Y_d8HeGzxAzM76AUBBFHWyQaPziqJp9r9l5jibElR9l7Es-ZwdZRan3yMJ8jF5mDOPUlOz91ZBJNQbdjTRstznDzLDIwtm7W5wLtw4-gRRRqtDQUL63RUF6LCE-9VfcI&xkcb=SoA167M3iOT0TyTwCp0GbzkdCdPP&fccid=38fcd0a6ff99ee1d&vjs=3;Indeed;
TH Business Product Management (Business Analyst) - Fresh Graduate Program;Shopee;Bangkok;Indonesia;Full-time;;;;;Fresh graduate;;Supply Chain Analyst;;https://id.indeed.com/rc/clk?jk=efed3dea6a5c1ce2&bb=Y_d8HeGzxAzM76AUBBFHW1IfPl8mOlnxigb8Bcf3IMV8rhwKB0MzZ8UUs0uqf4Zq5kQrXuzOiHsePAhKehToGfliEM6VJiVw2SY9UjPge4x_C5mpSmJ0_ARA0pSWx0rw&xkcb=SoCo67M3iOT0TyTwCp0FbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3;Indeed;
Business & Operations Analyst;AMODA;Jakarta;Indonesia;Full-time;;;;;;;Operations Analyst;;https://id.indeed.com/rc/clk?jk=258883f168895460&bb=5qvBURKq8vkZWkf3tHSyhLjDhrKotxsQsq086zo29seaSZT8ZoG839T2vybQrqAkdzq3LtFTBv6q0DJ9wIclFP-jyAY_Y-9KMPHYGv0LNPDFJ1HBYBU9ocnVN2cjoEw1&xkcb=SoDc67M3iOTxEdyINR0KbzkdCdPP&fccid=144b263479ca4a80&vjs=3;Indeed;
Payment Operations Analyst;Neon;Indonesia;Indonesia;Full-time;;;;;;;Operations Analyst;;https://id.indeed.com/rc/clk?jk=f9a41477026f16d7&bb=5qvBURKq8vkZWkf3tHSyhHRODNxsVDrS5fp0hKwCO9esIlsRyJzRml2U0-F6oqqEgqjK3SmfVGUvGKv67R80hm6Yrn2IdyCGVi1LNVn3-gaTs8nCeixE_TXzkDbfyce3&xkcb=SoBB67M3iOTxEdyINR0JbzkdCdPP&fccid=70dcb313de6ce890&vjs=3;Indeed;
Data Operations Analyst (3 Months Contract);NielsenIQ;Jakarta;Indonesia;Full-time;;;;;Full-time;;Operations Analyst;;https://id.indeed.com/rc/clk?jk=30964014ed2fc306&bb=5qvBURKq8vkZWkf3tHSyhCm9a9dK3Qf8ZCkwlDbG2ENCFFHz9rkckmrACPyAgedmtXX5AEP9z_ddF27W8VvytoJ-W1hwFx2cpjOIfoyAcI-zrtvxS36ndQCTJe0AxHJB&xkcb=SoD167M3iOTxEdyINR0IbzkdCdPP&fccid=c172deadb7fe7cb3&vjs=3;Indeed;
Analyst, Logistics Operations (Pulogadung);SC Johnson;Jakarta;Indonesia;Full-time;;;;;Full-time;;Operations Analyst;;https://id.indeed.com/rc/clk?jk=d927fff4182ccab7&bb=5qvBURKq8vkZWkf3tHSyhK8_qygp5wsGBLrEZIZXF-kSP75LH0zgiUQEohQt8YWj8bEa31qX5judEk1Zr0UaFAGz3ml4rsdWE_0AQ2sQAELPtlDFkWCKJE8ke6_7_hvF&xkcb=SoB767M3iOTxEdyINR0PbzkdCdPP&fccid=2d3eae0a7e98d3d6&vjs=3;Indeed;
Analyst, Logistics Operations (Pulogadung);SC Johnson;Jakarta;Indonesia;Full-time;;;;;Full-time;;Operations Analyst;;https://id.indeed.com/viewjob?jk=789abcdef0123456;Indeed;
Data Analyst (Freelance);Hypefast;Jakarta;Indonesia;Full-time;;;;;;;Operations Analyst;;https://id.indeed.com/rc/clk?jk=9dac29bebdde9ea1&bb=5qvBURKq8vkZWkf3tHSyhJDUJC6yBZ7fPDqkUG1Ty3C33YBzMtKwuut-5MpG_4kSDQXsH0BRpmMqVhufgQv8TYrrq-A-eHYxnwA757kS31c7p7JbmAMmVALagDJ4jXnW&xkcb=SoDP67M3iOTxEdyINR0ObzkdCdPP&fccid=c0b3a5c83601f637&vjs=3;Indeed;
Kearney Junior Analyst 2026 (JKT);Kearney;Jakarta;Indonesia;Full-time;;;;;Full-time;;Operations Analyst;;https://id.indeed.com/rc/clk?jk=fb46b5c5b4374e1d&bb=5qvBURKq8vkZWkf3tHSyhH1HthyQ1RZhK1Tl5ND4X6SXWS7m71vUR0fyEvuuCLqm2XiAx1JVhxLJ14VK7krrXSa4jUaHxjJfd9o0icr9cvcypdoeQr2sQ5KUIbvio4wW&xkcb=SoBS67M3iOTxEdyINR0NbzkdCdPP&fccid=bb642600e3826fa0&vjs=3;Indeed;
